"","student_id","group_ids_together","grade","numerical_grade_equivalent"
"2238",287040,"AAA, 2014J","Cr",5
"2239",287079,"FFF, 2013J","WNF",NA
"2240",287079,"FFF, 2014J","F",1.5
"2241",287099,"FFF, 2013B","Cr",5
"2242",287107,"BBB, 2013J","D",6
"2243",287204,"AAA, 2014J","D",6
"2244",287210,"AAA, 2014J","Cr",5
"2245",287258,"FFF, 2014J","D",6
"2246",287309,"BBB, 2013J","Cr",5
"2247",287432,"DDD, 2013B","P",4
"2248",287526,"DDD, 2013B","WNF",NA
"2249",287548,"AAA, 2013J","Cr",5
"2250",287679,"BBB, 2013J","Cr",5
"2251",287783,"DDD, 2013J","HD",7
"2252",287897,"DDD, 2014J","WNF",NA
"2253",287954,"DDD, 2014J","HD",7
"2254",288086,"BBB, 2014J","D",6
"2255",288282,"EEE, 2013J","D",6
"2256",288380,"BBB, 2013B","Cr",5
"2257",288655,"BBB, 2014J","WNF",NA
"2258",288967,"BBB, 2014B","D",6
"2259",288990,"BBB, 2013B","WNF",NA
"2260",289009,"CCC, 2014B","P",4
"2261",289009,"DDD, 2013J","Cr",5
"2262",289108,"BBB, 2014B","P",4
"2263",289221,"FFF, 2013J","P",4
"2264",289247,"FFF, 2014J","HD",7
"2265",289304,"FFF, 2013J","Cr",5
"2266",289397,"EEE, 2014B","D",6
"2267",289449,"AAA, 2014J","D",6
"2268",289564,"DDD, 2013B","P",4
"2269",289618,"FFF, 2013B","WNF",NA
"2270",289753,"BBB, 2013J","WNF",NA
"2271",289965,"BBB, 2013J","D",6
"2272",290043,"CCC, 2014J","P",4
"2273",290043,"DDD, 2013B","P",4
"2274",290089,"BBB, 2013J","D",6
"2275",290164,"AAA, 2014J","Cr",5
"2276",290184,"BBB, 2014J","D",6
"2277",290201,"AAA, 2013J","Cr",5
"2278",290252,"FFF, 2013B","WNF",NA
"2279",290371,"DDD, 2013J","WNF",NA
"2280",290382,"CCC, 2014B","WNF",NA
"2281",290382,"EEE, 2013J","HD",7
"2282",290521,"FFF, 2013J","P",4
"2283",290550,"BBB, 2013B","D",6
"2284",290658,"GGG, 2013J","Cr",5
"2285",290757,"AAA, 2013J","D",6
"2286",290854,"GGG, 2014J","D",6
"2287",290914,"BBB, 2014B","Cr",5
"2288",291005,"DDD, 2014B","D",6
"2289",291037,"BBB, 2013B","P",4
"2290",291133,"DDD, 2013B","D",6
"2291",291156,"CCC, 2014J","WNF",NA
"2292",291159,"FFF, 2013B","F",1.5
"2293",291194,"BBB, 2013B","D",6
"2294",291237,"FFF, 2013J","HD",7
"2295",291334,"AAA, 2013J","D",6
"2296",291516,"FFF, 2013J","D",6
"2297",291544,"BBB, 2013J","D",6
"2298",291674,"CCC, 2014J","D",6
"2299",291674,"EEE, 2014B","HD",7
"2300",291745,"FFF, 2013J","HD",7
"2301",291805,"CCC, 2014B","P",4
"2302",291844,"BBB, 2014B","F",1.5
"2303",291848,"BBB, 2014B","F",1.5
"2304",291960,"FFF, 2013B","HD",7
"2305",292027,"BBB, 2013B","WNF",NA
"2306",292136,"GGG, 2013J","HD",7
"2307",292525,"AAA, 2014J","D",6
"2308",292537,"BBB, 2013J","D",6
"2309",292694,"DDD, 2013J","P",4
"2310",292713,"DDD, 2013B","F",1.5
"2311",292775,"AAA, 2014J","D",6
"2312",293162,"CCC, 2014J","Cr",5
"2313",293317,"FFF, 2013J","WNF",NA
"2314",293387,"BBB, 2014J","HD",7
"2315",293454,"FFF, 2014B","D",6
"2316",293686,"CCC, 2014J","Cr",5
"2317",293686,"EEE, 2014B","HD",7
"2318",293699,"AAA, 2013J","F",1.5
"2319",293712,"BBB, 2013J","D",6
"2320",293754,"BBB, 2013J","D",6
"2321",293760,"BBB, 2013J","P",4
"2322",293824,"AAA, 2014J","P",4
"2323",293853,"DDD, 2013J","Cr",5
"2324",293989,"BBB, 2014J","WNF",NA
"2325",293992,"BBB, 2014B","Cr",5
"2326",294112,"CCC, 2014J","Cr",5
"2327",294112,"FFF, 2014J","D",6
"2328",294134,"BBB, 2014J","Cr",5
"2329",294219,"FFF, 2014J","HD",7
"2330",294364,"DDD, 2013J","D",6
"2331",294381,"BBB, 2013B","D",6
"2332",294496,"AAA, 2014J","D",6
"2333",294513,"BBB, 2014B","HD",7
"2334",294570,"AAA, 2013J","D",6
"2335",294594,"AAA, 2013J","P",4
"2336",294655,"AAA, 2014J","D",6
"2337",294679,"FFF, 2013B","WNF",NA
"2338",294920,"FFF, 2014J","WNF",NA
"2339",294929,"FFF, 2014J","Cr",5
"2340",294961,"BBB, 2013B","D",6
"2341",294999,"BBB, 2013B","WNF",NA
"2342",295060,"AAA, 2014J","Cr",5
"2343",295075,"AAA, 2014J","P",4
"2344",295118,"DDD, 2014J","D",6
"2345",295255,"FFF, 2013J","P",4
"2346",295728,"BBB, 2014B","P",4
"2347",295741,"AAA, 2013J","P",4
"2348",295741,"FFF, 2014B","D",6
"2349",295754,"BBB, 2013B","D",6
"2350",295893,"CCC, 2014B","WNF",NA
"2351",295893,"FFF, 2014J","F",1.5
"2352",296138,"DDD, 2014J","HD",7
"2353",296222,"EEE, 2014J","HD",7
"2354",296232,"BBB, 2014B","D",6
"2355",296332,"AAA, 2013J","D",6
"2356",296411,"CCC, 2014B","D",6
"2357",296424,"AAA, 2014J","D",6
"2358",296725,"CCC, 2014J","D",6
"2359",296904,"FFF, 2014B","D",6
"2360",296993,"GGG, 2013J","D",6
"2361",297014,"FFF, 2014B","P",4
"2362",297166,"CCC, 2014J","F",1.5
"2363",297179,"BBB, 2014B","WNF",NA
"2364",297179,"BBB, 2014J","D",6
"2365",297218,"FFF, 2014J","D",6
"2366",297341,"FFF, 2014J","HD",7
"2367",297484,"BBB, 2013B","D",6
"2368",297685,"BBB, 2014J","Cr",5
"2369",297806,"BBB, 2014J","F",1.5
"2370",297853,"EEE, 2013J","HD",7
"2371",297990,"GGG, 2013J","D",6
"2372",298034,"AAA, 2014J","Cr",5
"2373",298040,"CCC, 2014B","HD",7
"2374",298040,"DDD, 2013B","D",6
"2375",298148,"EEE, 2014J","HD",7
"2376",298186,"GGG, 2013J","P",4
"2377",298187,"BBB, 2014J","Cr",5
"2378",298303,"BBB, 2014J","D",6
"2379",298322,"BBB, 2013B","P",4
"2380",298402,"DDD, 2013J","Cr",5
"2381",298476,"BBB, 2013B","Cr",5
"2382",298497,"DDD, 2013B","P",4
"2383",298696,"AAA, 2013J","D",6
"2384",298777,"DDD, 2014J","P",4
"2385",298838,"AAA, 2014J","D",6
"2386",298961,"BBB, 2014J","Cr",5
"2387",299237,"FFF, 2013B","D",6
"2388",299281,"FFF, 2013J","D",6
"2389",299473,"DDD, 2013J","F",1.5
"2390",299536,"GGG, 2014B","HD",7
"2391",299707,"EEE, 2014J","HD",7
"2392",299886,"FFF, 2013J","D",6
"2393",299949,"DDD, 2014B","WNF",NA
"2394",300057,"DDD, 2014J","Cr",5
"2395",300059,"CCC, 2014B","F",1.5
"2396",300264,"FFF, 2013B","P",4
"2397",300398,"AAA, 2013J","D",6
"2398",300508,"GGG, 2013J","HD",7
"2399",300592,"DDD, 2014B","P",4
"2400",300592,"EEE, 2013J","Cr",5
"2401",300594,"CCC, 2014B","WNF",NA
"2402",300611,"CCC, 2014B","WNF",NA
"2403",300611,"CCC, 2014J","P",4
"2404",300819,"BBB, 2014J","HD",7
"2405",301074,"FFF, 2014J","HD",7
"2406",301232,"CCC, 2014B","P",4
"2407",301298,"FFF, 2013B","HD",7
"2408",301498,"GGG, 2014B","D",6
"2409",301561,"FFF, 2014J","WNF",NA
"2410",301583,"BBB, 2013J","Cr",5
"2411",301967,"AAA, 2014J","P",4
"2412",301987,"BBB, 2013J","D",6
"2413",302145,"GGG, 2014J","D",6
"2414",302302,"AAA, 2013J","P",4
"2415",302476,"AAA, 2014J","HD",7
"2416",302522,"GGG, 2014J","HD",7
"2417",302566,"FFF, 2013J","F",1.5
"2418",302924,"FFF, 2013B","D",6
"2419",303141,"DDD, 2014J","D",6
"2420",303165,"BBB, 2014J","P",4
"2421",303165,"GGG, 2013J","Cr",5
"2422",303218,"CCC, 2014J","D",6
"2423",303288,"FFF, 2013B","F",1.5
"2424",303331,"BBB, 2013J","WNF",NA
"2425",303521,"AAA, 2014J","D",6
"2426",303582,"DDD, 2013J","P",4
"2427",303595,"FFF, 2013B","HD",7
"2428",303617,"BBB, 2013J","D",6
"2429",303617,"BBB, 2014J","D",6
"2430",303985,"AAA, 2014J","D",6
"2431",304069,"BBB, 2013J","WNF",NA
"2432",304240,"FFF, 2013J","D",6
"2433",304465,"AAA, 2014J","D",6
"2434",304589,"FFF, 2013J","HD",7
"2435",304607,"BBB, 2014B","Cr",5
"2436",304734,"DDD, 2013B","Cr",5
"2437",304795,"BBB, 2013J","WNF",NA
"2438",304893,"DDD, 2013B","WNF",NA
"2439",305036,"CCC, 2014J","WNF",NA
"2440",305036,"EEE, 2013J","Cr",5
"2441",305064,"FFF, 2014J","HD",7
"2442",305152,"AAA, 2013J","P",4
"2443",305173,"BBB, 2013J","P",4
"2444",305373,"BBB, 2014B","Cr",5
"2445",305386,"AAA, 2013J","D",6
"2446",305535,"DDD, 2013J","Cr",5
"2447",305659,"FFF, 2014J","HD",7
"2448",305702,"DDD, 2013B","WNF",NA
"2449",305702,"DDD, 2013J","WNF",NA
"2450",305783,"EEE, 2013J","HD",7
"2451",305792,"GGG, 2014B","D",6
"2452",305858,"FFF, 2013J","D",6
"2453",305876,"CCC, 2014B","D",6
"2454",305876,"FFF, 2014B","P",4
"2455",305909,"BBB, 2014J","Cr",5
"2456",305918,"FFF, 2014B","P",4
"2457",305935,"BBB, 2013J","HD",7
"2458",306107,"AAA, 2013J","P",4
"2459",306150,"EEE, 2013J","Cr",5
"2460",306202,"CCC, 2014J","P",4
"2461",306466,"AAA, 2013J","D",6
"2462",306478,"BBB, 2014J","Cr",5
"2463",306610,"GGG, 2013J","HD",7
"2464",306646,"AAA, 2014J","P",4
"2465",306880,"BBB, 2014J","WNF",NA
"2466",306886,"BBB, 2013B","P",4
"2467",306897,"AAA, 2013J","P",4
"2468",306944,"DDD, 2014B","D",6
"2469",306964,"BBB, 2013J","D",6
"2470",307061,"AAA, 2013J","D",6
"2471",307116,"DDD, 2014J","WNF",NA
"2472",307158,"DDD, 2013B","P",4
"2473",307230,"BBB, 2013J","WNF",NA
"2474",307245,"FFF, 2013J","P",4
"2475",307290,"DDD, 2013B","P",4
"2476",307291,"DDD, 2013B","WNF",NA
"2477",307297,"CCC, 2014J","WNF",NA
"2478",307386,"BBB, 2014B","Cr",5
"2479",307676,"FFF, 2013J","Cr",5
"2480",307689,"FFF, 2013B","HD",7
"2481",307866,"AAA, 2013J","P",4
"2482",307932,"DDD, 2013B","WNF",NA
"2483",307932,"DDD, 2013J","F",1.5
"2484",307953,"EEE, 2014J","HD",7
"2485",308231,"DDD, 2013J","P",4
"2486",308345,"BBB, 2014B","D",6
"2487",308359,"BBB, 2013J","WNF",NA
"2488",308363,"FFF, 2013B","P",4
"2489",308391,"EEE, 2014B","WNF",NA
"2490",308589,"DDD, 2013B","F",1.5
"2491",308703,"BBB, 2013J","WNF",NA
"2492",308707,"DDD, 2013J","WNF",NA
"2493",308767,"DDD, 2013B","P",4
"2494",308775,"BBB, 2014J","D",6
"2495",308807,"GGG, 2014J","D",6
"2496",308850,"BBB, 2014J","F",1.5
"2497",308852,"BBB, 2013J","WNF",NA
"2498",308918,"CCC, 2014B","P",4
"2499",308953,"CCC, 2014J","F",1.5
"2500",309048,"FFF, 2013B","P",4
"2501",309118,"CCC, 2014B","Cr",5
"2502",309142,"AAA, 2014J","Cr",5
"2503",309150,"FFF, 2013J","WNF",NA
"2504",309175,"BBB, 2013B","P",4
"2505",309350,"DDD, 2014J","WNF",NA
"2506",309580,"DDD, 2013B","HD",7
"2507",309709,"BBB, 2013B","Cr",5
"2508",309734,"BBB, 2013B","P",4
"2509",309756,"DDD, 2014B","F",1.5
"2510",309893,"FFF, 2013J","D",6
"2511",310088,"CCC, 2014B","WNF",NA
"2512",310125,"BBB, 2013J","WNF",NA
"2513",310205,"FFF, 2014J","Cr",5
"2514",310280,"CCC, 2014J","F",1.5
"2515",310412,"AAA, 2014J","D",6
"2516",310646,"FFF, 2013J","Cr",5
"2517",310765,"CCC, 2014J","D",6
"2518",310933,"BBB, 2013J","Cr",5
"2519",310968,"EEE, 2014J","D",6
"2520",311042,"BBB, 2013B","WNF",NA
"2521",311151,"FFF, 2013J","WNF",NA
"2522",311158,"GGG, 2013J","D",6
"2523",311235,"AAA, 2014J","Cr",5
"2524",311332,"CCC, 2014J","P",4
"2525",311474,"DDD, 2013J","WNF",NA
"2526",311599,"BBB, 2014B","D",6
"2527",311616,"CCC, 2014B","HD",7
"2528",311845,"EEE, 2013J","HD",7
"2529",311862,"CCC, 2014J","D",6
"2530",311877,"DDD, 2013J","WNF",NA
"2531",311889,"BBB, 2014B","F",1.5
"2532",311917,"AAA, 2013J","P",4
"2533",312061,"CCC, 2014J","F",1.5
"2534",312126,"FFF, 2014J","WNF",NA
"2535",312141,"BBB, 2013B","Cr",5
"2536",312231,"FFF, 2014J","HD",7
"2537",312518,"DDD, 2013B","WNF",NA
"2538",312537,"AAA, 2013J","HD",7
"2539",312760,"FFF, 2013J","Cr",5
"2540",312761,"DDD, 2014B","Cr",5
"2541",312782,"AAA, 2013J","P",4
"2542",312960,"FFF, 2014J","F",1.5
"2543",313206,"FFF, 2013J","P",4
"2544",313243,"FFF, 2014B","D",6
"2545",313246,"BBB, 2014B","P",4
"2546",313501,"EEE, 2013J","HD",7
"2547",313561,"DDD, 2014J","D",6
"2548",313700,"FFF, 2013J","HD",7
"2549",313756,"FFF, 2014B","D",6
"2550",313810,"BBB, 2013B","HD",7
"2551",313925,"GGG, 2014J","HD",7
"2552",313937,"AAA, 2014J","D",6
"2553",313975,"FFF, 2013B","D",6
"2554",314252,"BBB, 2014J","P",4
"2555",314507,"FFF, 2013B","HD",7
"2556",314548,"FFF, 2013B","P",4
"2557",314675,"BBB, 2014J","Cr",5
"2558",314776,"FFF, 2013J","HD",7
"2559",314801,"BBB, 2014J","Cr",5
"2560",314850,"BBB, 2013J","WNF",NA
"2561",314956,"CCC, 2014J","F",1.5
"2562",314956,"DDD, 2013J","Cr",5
"2563",315025,"FFF, 2014B","HD",7
"2564",315076,"AAA, 2014J","Cr",5
"2565",315105,"BBB, 2013J","D",6
"2566",315186,"BBB, 2013B","D",6
"2567",315322,"CCC, 2014B","WNF",NA
"2568",315388,"DDD, 2013J","WNF",NA
"2569",315517,"DDD, 2014B","WNF",NA
"2570",315625,"DDD, 2013J","P",4
"2571",315728,"CCC, 2014B","D",6
"2572",315730,"DDD, 2013J","D",6
"2573",315744,"AAA, 2014J","D",6
"2574",315795,"FFF, 2014J","F",1.5
"2575",315808,"FFF, 2013J","HD",7
"2576",315850,"FFF, 2014B","P",4
"2577",315909,"DDD, 2013J","F",1.5
"2578",315945,"FFF, 2013B","Cr",5
"2579",316061,"FFF, 2013J","WNF",NA
"2580",316061,"FFF, 2014J","WNF",NA
"2581",316076,"BBB, 2013J","HD",7
"2582",316082,"FFF, 2014J","HD",7
"2583",316091,"CCC, 2014J","P",4
"2584",316098,"FFF, 2013J","D",6
"2585",316227,"CCC, 2014B","HD",7
"2586",316289,"DDD, 2013B","Cr",5
"2587",316327,"FFF, 2014B","Cr",5
"2588",316541,"FFF, 2013J","HD",7
"2589",316772,"FFF, 2014B","WNF",NA
"2590",316841,"BBB, 2013B","D",6
"2591",317096,"DDD, 2013J","F",1.5
"2592",317394,"FFF, 2014B","HD",7
"2593",317399,"GGG, 2014J","F",1.5
"2594",317801,"CCC, 2014J","F",1.5
"2595",317801,"DDD, 2014B","P",4
"2596",318056,"BBB, 2013B","Cr",5
"2597",318068,"FFF, 2014B","D",6
"2598",318101,"BBB, 2013B","P",4
"2599",318139,"FFF, 2014J","WNF",NA
"2600",318147,"FFF, 2014J","Cr",5
"2601",318241,"FFF, 2013B","Cr",5
"2602",318500,"BBB, 2014B","Cr",5
"2603",318627,"FFF, 2013J","HD",7
"2604",318769,"EEE, 2014J","HD",7
"2605",318794,"DDD, 2013J","Cr",5
"2606",318848,"BBB, 2013J","D",6
"2607",318855,"EEE, 2014J","F",1.5
"2608",318876,"BBB, 2014B","D",6
"2609",318919,"DDD, 2014J","D",6
"2610",318933,"AAA, 2013J","Cr",5
"2611",318977,"DDD, 2013J","P",4
"2612",319042,"CCC, 2014B","F",1.5
"2613",319042,"FFF, 2014B","Cr",5
"2614",319047,"AAA, 2013J","D",6
"2615",319073,"FFF, 2014J","Cr",5
"2616",319209,"BBB, 2013B","D",6
"2617",319331,"GGG, 2013J","D",6
"2618",319492,"CCC, 2014J","WNF",NA
"2619",319563,"FFF, 2013B","P",4
"2620",319578,"FFF, 2013J","D",6
"2621",319606,"BBB, 2014B","Cr",5
"2622",319618,"BBB, 2013J","Cr",5
"2623",319884,"FFF, 2013B","D",6
"2624",320014,"DDD, 2013B","D",6
"2625",320051,"BBB, 2013J","D",6
"2626",320133,"FFF, 2014J","HD",7
"2627",320153,"CCC, 2014B","WNF",NA
"2628",320153,"CCC, 2014J","WNF",NA
"2629",320251,"FFF, 2013B","P",4
"2630",320363,"BBB, 2014B","P",4
"2631",320437,"FFF, 2013J","P",4
"2632",320612,"FFF, 2014J","D",6
"2633",320757,"BBB, 2013J","Cr",5
"2634",320963,"DDD, 2013J","F",1.5
"2635",321096,"FFF, 2014B","P",4
"2636",321121,"BBB, 2014B","HD",7
"2637",321346,"BBB, 2014B","D",6
"2638",321450,"BBB, 2014J","P",4
"2639",321486,"FFF, 2013J","WNF",NA
"2640",321525,"DDD, 2013B","Cr",5
"2641",321744,"DDD, 2013B","P",4
"2642",321810,"DDD, 2014B","P",4
"2643",321942,"AAA, 2013J","D",6
"2644",321952,"DDD, 2014J","P",4
"2645",321969,"FFF, 2013J","WNF",NA
"2646",322106,"FFF, 2013B","Cr",5
"2647",322137,"DDD, 2014J","D",6
"2648",322184,"BBB, 2014J","WNF",NA
"2649",322325,"BBB, 2014B","P",4
"2650",322499,"CCC, 2014J","WNF",NA
"2651",322499,"FFF, 2014J","WNF",NA
"2652",322509,"BBB, 2014B","Cr",5
"2653",322574,"BBB, 2014J","F",1.5
"2654",322641,"CCC, 2014J","D",6
"2655",322641,"EEE, 2014J","WNF",NA
"2656",322844,"CCC, 2014J","WNF",NA
"2657",322907,"CCC, 2014J","D",6
"2658",322960,"BBB, 2013B","WNF",NA
"2659",322985,"FFF, 2013B","D",6
"2660",323090,"BBB, 2013J","D",6
"2661",323146,"DDD, 2013B","P",4
"2662",323370,"AAA, 2014J","Cr",5
"2663",323480,"FFF, 2013J","Cr",5
"2664",323606,"BBB, 2013J","Cr",5
"2665",323659,"DDD, 2014B","WNF",NA
"2666",323680,"DDD, 2014J","D",6
"2667",323809,"FFF, 2013B","D",6
"2668",323940,"GGG, 2014J","D",6
"2669",323984,"FFF, 2013J","P",4
"2670",324002,"AAA, 2013J","D",6
"2671",324084,"AAA, 2013J","P",4
"2672",324095,"GGG, 2013J","D",6
"2673",324236,"BBB, 2013B","WNF",NA
"2674",324236,"BBB, 2013J","WNF",NA
"2675",324257,"CCC, 2014B","F",1.5
"2676",324257,"EEE, 2014B","Cr",5
"2677",324268,"DDD, 2013B","WNF",NA
"2678",324282,"AAA, 2013J","Cr",5
"2679",324305,"FFF, 2013B","WNF",NA
"2680",324331,"FFF, 2013J","WNF",NA
"2681",324331,"FFF, 2014J","F",1.5
"2682",324332,"EEE, 2013J","D",6
"2683",324338,"CCC, 2014J","WNF",NA
"2684",324338,"DDD, 2014J","D",6
"2685",324447,"FFF, 2013B","D",6
"2686",324614,"BBB, 2013J","WNF",NA
"2687",324672,"FFF, 2013J","D",6
"2688",324691,"DDD, 2013B","Cr",5
"2689",324773,"GGG, 2014B","Cr",5
"2690",324907,"BBB, 2014B","D",6
"2691",324948,"FFF, 2014B","P",4
"2692",325044,"DDD, 2014B","HD",7
"2693",325080,"BBB, 2014B","D",6
"2694",325089,"FFF, 2014B","P",4
"2695",325308,"BBB, 2014B","D",6
"2696",325368,"FFF, 2013J","HD",7
"2697",325497,"CCC, 2014B","WNF",NA
"2698",325497,"CCC, 2014J","WNF",NA
"2699",325497,"DDD, 2013J","F",1.5
"2700",325511,"BBB, 2013B","Cr",5
"2701",325565,"DDD, 2013B","F",1.5
"2702",325566,"DDD, 2014B","F",1.5
"2703",325750,"FFF, 2013J","WNF",NA
"2704",325750,"FFF, 2014J","Cr",5
"2705",325879,"BBB, 2013B","P",4
"2706",325887,"BBB, 2013J","HD",7
"2707",326012,"BBB, 2013B","P",4
"2708",327003,"BBB, 2014B","D",6
"2709",327024,"DDD, 2013B","F",1.5
"2710",327057,"CCC, 2014J","HD",7
"2711",327224,"BBB, 2014J","P",4
"2712",327449,"DDD, 2014B","F",1.5
"2713",327616,"FFF, 2014B","D",6
"2714",327641,"BBB, 2014B","Cr",5
"2715",327650,"FFF, 2013B","P",4
"2716",327797,"FFF, 2013B","WNF",NA
"2717",327940,"BBB, 2014J","P",4
"2718",327997,"DDD, 2013B","WNF",NA
"2719",328024,"AAA, 2014J","P",4
"2720",328123,"CCC, 2014J","D",6
"2721",328123,"DDD, 2014B","P",4
"2722",328173,"DDD, 2013J","WNF",NA
"2723",328241,"DDD, 2014J","Cr",5
"2724",328261,"CCC, 2014B","F",1.5
"2725",328476,"FFF, 2013B","Cr",5
"2726",328797,"FFF, 2014J","P",4
"2727",328844,"EEE, 2013J","D",6
"2728",328942,"EEE, 2013J","HD",7
"2729",329030,"BBB, 2013J","Cr",5
"2730",329192,"BBB, 2013J","D",6
"2731",329226,"BBB, 2013B","D",6
"2732",329321,"BBB, 2013B","P",4
"2733",329455,"EEE, 2014B","HD",7
"2734",329655,"FFF, 2013J","P",4
"2735",329659,"AAA, 2014J","F",1.5
"2736",329673,"CCC, 2014B","D",6
"2737",329673,"EEE, 2013J","D",6
"2738",329689,"DDD, 2013B","F",1.5
"2739",329800,"BBB, 2013B","HD",7
"2740",329895,"FFF, 2014B","WNF",NA
"2741",329895,"FFF, 2014J","D",6
"2742",329967,"DDD, 2013B","F",1.5
"2743",330067,"DDD, 2013B","Cr",5
"2744",330177,"GGG, 2013J","D",6
"2745",330192,"FFF, 2013J","Cr",5
"2746",330347,"FFF, 2013J","F",1.5
"2747",330453,"CCC, 2014J","D",6
"2748",330530,"EEE, 2013J","WNF",NA
"2749",330594,"AAA, 2014J","P",4
"2750",330682,"GGG, 2014J","D",6
"2751",330723,"FFF, 2013J","WNF",NA
"2752",330862,"CCC, 2014B","F",1.5
"2753",330917,"BBB, 2014J","P",4
"2754",330952,"CCC, 2014J","WNF",NA
"2755",330966,"CCC, 2014J","WNF",NA
"2756",331039,"FFF, 2013J","Cr",5
"2757",331107,"FFF, 2014B","P",4
"2758",331156,"BBB, 2014B","P",4
"2759",331232,"DDD, 2013B","Cr",5
"2760",331315,"DDD, 2013J","Cr",5
"2761",331318,"FFF, 2013B","F",1.5
"2762",331354,"BBB, 2013B","D",6
"2763",331358,"AAA, 2013J","WNF",NA
"2764",331358,"AAA, 2014J","HD",7
"2765",331404,"DDD, 2013J","HD",7
"2766",331417,"FFF, 2013J","Cr",5
"2767",331789,"FFF, 2014J","Cr",5
"2768",331844,"BBB, 2013B","HD",7
"2769",331883,"FFF, 2013B","HD",7
"2770",332237,"FFF, 2014B","WNF",NA
"2771",332237,"FFF, 2014J","D",6
"2772",332309,"DDD, 2013J","P",4
"2773",332436,"CCC, 2014J","D",6
"2774",332436,"DDD, 2013J","HD",7
"2775",332668,"FFF, 2013B","HD",7
"2776",332715,"GGG, 2013J","HD",7
"2777",332726,"DDD, 2013J","F",1.5
"2778",332789,"AAA, 2013J","D",6
"2779",332884,"AAA, 2014J","D",6
"2780",332945,"EEE, 2014J","HD",7
"2781",333059,"AAA, 2013J","P",4
"2782",333117,"BBB, 2013J","WNF",NA
"2783",333129,"BBB, 2013B","P",4
"2784",333308,"DDD, 2014B","D",6
"2785",333323,"AAA, 2013J","D",6
"2786",333346,"FFF, 2013B","WNF",NA
"2787",333493,"EEE, 2013J","D",6
"2788",333637,"EEE, 2014J","Cr",5
"2789",333651,"BBB, 2013J","WNF",NA
"2790",333710,"FFF, 2013J","Cr",5
"2791",333832,"FFF, 2013B","D",6
"2792",333837,"BBB, 2013B","WNF",NA
"2793",333856,"DDD, 2013B","P",4
"2794",333976,"EEE, 2013J","Cr",5
"2795",333976,"EEE, 2014J","Cr",5
"2796",333993,"FFF, 2014J","D",6
"2797",334023,"BBB, 2014B","Cr",5
"2798",334048,"DDD, 2014J","D",6
"2799",334134,"FFF, 2013B","F",1.5
"2800",334154,"CCC, 2014J","Cr",5
"2801",334154,"EEE, 2013J","D",6
"2802",334224,"FFF, 2013B","F",1.5
"2803",334224,"FFF, 2014B","WNF",NA
"2804",334224,"FFF, 2014J","WNF",NA
"2805",334225,"CCC, 2014J","Cr",5
"2806",334255,"DDD, 2013J","F",1.5
"2807",334257,"DDD, 2013J","P",4
"2808",334259,"AAA, 2013J","P",4
"2809",334291,"BBB, 2013B","Cr",5
"2810",334294,"DDD, 2013B","WNF",NA
"2811",334333,"AAA, 2013J","WNF",NA
"2812",334441,"AAA, 2014J","F",1.5
"2813",334476,"FFF, 2013J","Cr",5
"2814",334565,"BBB, 2014B","HD",7
"2815",334581,"DDD, 2014J","D",6
"2816",334669,"FFF, 2013J","WNF",NA
"2817",334794,"BBB, 2013B","WNF",NA
"2818",334973,"DDD, 2014J","D",6
"2819",334981,"BBB, 2014B","D",6
"2820",335018,"DDD, 2013J","WNF",NA
"2821",335018,"DDD, 2014J","P",4
"2822",335020,"DDD, 2013B","Cr",5
"2823",335035,"BBB, 2014J","P",4
"2824",335095,"FFF, 2014J","D",6
"2825",335136,"BBB, 2013J","P",4
"2826",335242,"FFF, 2013B","HD",7
"2827",335247,"AAA, 2014J","Cr",5
"2828",335355,"EEE, 2014B","D",6
"2829",335401,"CCC, 2014J","WNF",NA
"2830",335405,"CCC, 2014J","HD",7
"2831",335405,"DDD, 2013J","HD",7
"2832",335421,"BBB, 2013B","Cr",5
"2833",335471,"DDD, 2014B","WNF",NA
"2834",335476,"FFF, 2013J","HD",7
"2835",335481,"BBB, 2013J","P",4
"2836",335553,"CCC, 2014B","WNF",NA
"2837",335562,"FFF, 2013J","HD",7
"2838",335582,"FFF, 2013J","HD",7
"2839",335600,"BBB, 2013B","D",6
"2840",335607,"DDD, 2013B","WNF",NA
"2841",335644,"FFF, 2013J","Cr",5
"2842",335648,"CCC, 2014B","P",4
"2843",335726,"FFF, 2013J","WNF",NA
"2844",335764,"AAA, 2013J","WNF",NA
"2845",335764,"AAA, 2014J","HD",7
"2846",335910,"BBB, 2013B","Cr",5
"2847",335914,"CCC, 2014J","WNF",NA
"2848",335922,"DDD, 2014J","WNF",NA
"2849",336014,"CCC, 2014J","WNF",NA
"2850",336014,"EEE, 2014J","WNF",NA
"2851",336037,"DDD, 2013J","D",6
"2852",336112,"DDD, 2013B","Cr",5
"2853",336131,"CCC, 2014J","HD",7
"2854",336163,"FFF, 2014B","Cr",5
"2855",336165,"BBB, 2013B","F",1.5
"2856",336207,"AAA, 2013J","Cr",5
"2857",336213,"DDD, 2014J","Cr",5
"2858",336218,"DDD, 2014J","F",1.5
"2859",336258,"FFF, 2013B","D",6
"2860",336356,"BBB, 2014B","D",6
"2861",336362,"FFF, 2013B","D",6
"2862",336398,"CCC, 2014B","HD",7
"2863",336402,"EEE, 2013J","HD",7
"2864",336478,"BBB, 2013J","Cr",5
"2865",336646,"BBB, 2013J","P",4
"2866",336684,"DDD, 2013B","Cr",5
