"","vle_material_id","module_id","presentation_id","vle_resource_type"
"1589",730059,"CCC","2014B","resource"
"1590",730091,"CCC","2014B","resource"
"1591",729795,"CCC","2014B","page"
"1592",730124,"CCC","2014B","url"
"1593",729828,"CCC","2014B","oucontent"
"1594",730019,"CCC","2014B","subpage"
"1595",730053,"CCC","2014B","resource"
"1596",730088,"CCC","2014B","resource"
"1597",729792,"CCC","2014B","quiz"
"1598",730121,"CCC","2014B","url"
"1599",729825,"CCC","2014B","oucontent"
"1600",730016,"CCC","2014B","subpage"
"1601",730050,"CCC","2014B","resource"
"1602",730085,"CCC","2014B","resource"
"1603",729789,"CCC","2014B","quiz"
"1604",730117,"CCC","2014B","resource"
"1605",729822,"CCC","2014B","oucontent"
"1606",730013,"CCC","2014B","subpage"
"1607",730047,"CCC","2014B","resource"
"1608",730082,"CCC","2014B","resource"
"1609",729786,"CCC","2014B","quiz"
"1610",730114,"CCC","2014B","resource"
"1611",729819,"CCC","2014B","oucontent"
"1612",730010,"CCC","2014B","subpage"
"1613",730044,"CCC","2014B","resource"
"1614",730079,"CCC","2014B","resource"
"1615",729783,"CCC","2014B","quiz"
"1616",730111,"CCC","2014B","resource"
"1617",729816,"CCC","2014B","oucontent"
"1618",730006,"CCC","2014B","subpage"
"1619",730041,"CCC","2014B","resource"
"1620",730076,"CCC","2014B","resource"
"1621",729780,"CCC","2014B","quiz"
"1622",730108,"CCC","2014B","resource"
"1623",729812,"CCC","2014B","oucontent"
"1624",729843,"CCC","2014B","oucontent"
"1625",730038,"CCC","2014B","resource"
"1626",730073,"CCC","2014B","resource"
"1627",729779,"CCC","2014B","quiz"
"1628",730105,"CCC","2014B","resource"
"1629",729809,"CCC","2014B","oucontent"
"1630",729840,"CCC","2014B","oucontent"
"1631",730034,"CCC","2014B","subpage"
"1632",730070,"CCC","2014B","resource"
"1633",729680,"CCC","2014B","forumng"
"1634",730102,"CCC","2014B","resource"
"1635",729806,"CCC","2014B","oucontent"
"1636",730031,"CCC","2014B","subpage"
"1637",730067,"CCC","2014B","resource"
"1638",729676,"CCC","2014B","forumng"
"1639",730099,"CCC","2014B","resource"
"1640",729803,"CCC","2014B","oucontent"
"1641",730135,"CCC","2014B","url"
"1642",729837,"CCC","2014B","oucontent"
"1643",730028,"CCC","2014B","subpage"
"1644",730064,"CCC","2014B","resource"
"1645",729671,"CCC","2014B","homepage"
"1646",730096,"CCC","2014B","resource"
"1647",729800,"CCC","2014B","oucontent"
"1648",730132,"CCC","2014B","url"
"1649",729834,"CCC","2014B","oucontent"
"1650",730024,"CCC","2014B","subpage"
"1651",730061,"CCC","2014B","resource"
"1652",730093,"CCC","2014B","resource"
"1653",729797,"CCC","2014B","oucontent"
"1654",730126,"CCC","2014B","url"
"1655",729830,"CCC","2014B","oucontent"
"1656",730021,"CCC","2014B","subpage"
"1657",730057,"CCC","2014B","resource"
"1658",730090,"CCC","2014B","resource"
"1659",729794,"CCC","2014B","quiz"
"1660",730123,"CCC","2014B","url"
"1661",729827,"CCC","2014B","oucontent"
"1662",730018,"CCC","2014B","subpage"
"1663",730052,"CCC","2014B","resource"
"1664",730087,"CCC","2014B","resource"
"1665",729791,"CCC","2014B","quiz"
"1666",730120,"CCC","2014B","url"
"1667",729824,"CCC","2014B","oucontent"
"1668",730015,"CCC","2014B","subpage"
"1669",730049,"CCC","2014B","resource"
"1670",730084,"CCC","2014B","resource"
"1671",729788,"CCC","2014B","quiz"
"1672",730116,"CCC","2014B","resource"
"1673",729821,"CCC","2014B","oucontent"
"1674",730012,"CCC","2014B","subpage"
"1675",730046,"CCC","2014B","resource"
"1676",730081,"CCC","2014B","resource"
"1677",729785,"CCC","2014B","quiz"
"1678",730113,"CCC","2014B","resource"
"1679",729818,"CCC","2014B","oucontent"
"1680",730008,"CCC","2014B","subpage"
"1681",730043,"CCC","2014B","resource"
"1682",730078,"CCC","2014B","resource"
"1683",729782,"CCC","2014B","quiz"
"1684",730110,"CCC","2014B","resource"
"1685",729815,"CCC","2014B","oucontent"
"1686",729845,"CCC","2014B","oucontent"
"1687",730040,"CCC","2014B","resource"
"1688",730075,"CCC","2014B","resource"
"1689",730107,"CCC","2014B","resource"
"1690",729811,"CCC","2014B","oucontent"
"1691",729842,"CCC","2014B","oucontent"
"1692",730037,"CCC","2014B","resource"
"1693",730072,"CCC","2014B","resource"
"1694",729683,"CCC","2014B","forumng"
"1695",730104,"CCC","2014B","resource"
"1696",729808,"CCC","2014B","oucontent"
"1697",730033,"CCC","2014B","subpage"
"1698",730069,"CCC","2014B","resource"
"1699",729678,"CCC","2014B","forumng"
"1700",730101,"CCC","2014B","resource"
"1701",729805,"CCC","2014B","oucontent"
"1702",923835,"CCC","2014B","oucollaborate"
"1703",729839,"CCC","2014B","oucontent"
"1704",730030,"CCC","2014B","subpage"
"1705",730066,"CCC","2014B","resource"
"1706",729674,"CCC","2014B","forumng"
"1707",730098,"CCC","2014B","resource"
"1708",729802,"CCC","2014B","oucontent"
"1709",730134,"CCC","2014B","url"
"1710",729836,"CCC","2014B","oucontent"
"1711",730027,"CCC","2014B","subpage"
"1712",730063,"CCC","2014B","resource"
"1713",730095,"CCC","2014B","resource"
"1714",729799,"CCC","2014B","oucontent"
"1715",730130,"CCC","2014B","url"
"1716",729833,"CCC","2014B","oucontent"
"1717",730023,"CCC","2014B","subpage"
"1718",730060,"CCC","2014B","resource"
"1719",730092,"CCC","2014B","resource"
"1720",729796,"CCC","2014B","page"
"1721",730125,"CCC","2014B","url"
"1722",729829,"CCC","2014B","oucontent"
"1723",730020,"CCC","2014B","subpage"
"1724",730054,"CCC","2014B","resource"
"1725",730089,"CCC","2014B","resource"
"1726",729793,"CCC","2014B","quiz"
"1727",730122,"CCC","2014B","url"
"1728",729826,"CCC","2014B","oucontent"
"1729",730017,"CCC","2014B","subpage"
"1730",730051,"CCC","2014B","resource"
"1731",730086,"CCC","2014B","resource"
"1732",729790,"CCC","2014B","quiz"
"1733",730118,"CCC","2014B","oucollaborate"
"1734",729823,"CCC","2014B","oucontent"
"1735",730014,"CCC","2014B","subpage"
"1736",730048,"CCC","2014B","resource"
"1737",730083,"CCC","2014B","resource"
"1738",729787,"CCC","2014B","quiz"
"1739",730115,"CCC","2014B","resource"
"1740",729820,"CCC","2014B","oucontent"
"1741",730011,"CCC","2014B","subpage"
"1742",730045,"CCC","2014B","resource"
"1743",730080,"CCC","2014B","resource"
"1744",729784,"CCC","2014B","quiz"
"1745",730112,"CCC","2014B","resource"
"1746",729817,"CCC","2014B","oucontent"
"1747",730007,"CCC","2014B","subpage"
"1748",730042,"CCC","2014B","resource"
"1749",730077,"CCC","2014B","resource"
"1750",729781,"CCC","2014B","quiz"
"1751",730109,"CCC","2014B","resource"
"1752",729813,"CCC","2014B","oucontent"
"1753",729844,"CCC","2014B","oucontent"
"1754",730039,"CCC","2014B","resource"
"1755",730074,"CCC","2014B","resource"
"1756",730106,"CCC","2014B","resource"
"1757",729810,"CCC","2014B","oucontent"
"1758",729841,"CCC","2014B","oucontent"
"1759",730035,"CCC","2014B","subpage"
"1760",730071,"CCC","2014B","resource"
"1761",729682,"CCC","2014B","forumng"
"1762",730103,"CCC","2014B","resource"
"1763",729807,"CCC","2014B","oucontent"
"1764",909016,"CCC","2014J","forumng"
"1765",909326,"CCC","2014J","resource"
"1766",909059,"CCC","2014J","oucontent"
"1767",942322,"CCC","2014J","subpage"
"1768",909093,"CCC","2014J","quiz"
"1769",909252,"CCC","2014J","subpage"
"1770",909294,"CCC","2014J","resource"
"1771",909013,"CCC","2014J","homepage"
"1772",909323,"CCC","2014J","resource"
"1773",909056,"CCC","2014J","oucontent"
"1774",937763,"CCC","2014J","resource"
"1775",909090,"CCC","2014J","quiz"
"1776",909249,"CCC","2014J","subpage"
"1777",909291,"CCC","2014J","resource"
"1778",909320,"CCC","2014J","resource"
"1779",909053,"CCC","2014J","oucontent"
"1780",937760,"CCC","2014J","resource"
"1781",909087,"CCC","2014J","quiz"
"1782",1072252,"CCC","2014J","forumng"
"1783",909246,"CCC","2014J","subpage"
"1784",909288,"CCC","2014J","resource"
"1785",909317,"CCC","2014J","resource"
"1786",909050,"CCC","2014J","oucontent"
"1787",937757,"CCC","2014J","resource"
"1788",909083,"CCC","2014J","oucontent"
"1789",1046237,"CCC","2014J","resource"
"1790",909243,"CCC","2014J","subpage"
"1791",909285,"CCC","2014J","resource"
"1792",909314,"CCC","2014J","resource"
"1793",909045,"CCC","2014J","oucontent"
"1794",937754,"CCC","2014J","resource"
"1795",909080,"CCC","2014J","oucontent"
"1796",1042374,"CCC","2014J","resource"
"1797",909240,"CCC","2014J","subpage"
"1798",909282,"CCC","2014J","resource"
"1799",909311,"CCC","2014J","resource"
"1800",909042,"CCC","2014J","oucontent"
"1801",909349,"CCC","2014J","url"
"1802",909077,"CCC","2014J","oucontent"
"1803",1016724,"CCC","2014J","url"
"1804",909236,"CCC","2014J","subpage"
"1805",909275,"CCC","2014J","resource"
"1806",909308,"CCC","2014J","resource"
"1807",909039,"CCC","2014J","oucontent"
"1808",909345,"CCC","2014J","url"
"1809",909074,"CCC","2014J","oucontent"
"1810",1011840,"CCC","2014J","url"
"1811",909233,"CCC","2014J","subpage"
"1812",909272,"CCC","2014J","resource"
"1813",909305,"CCC","2014J","resource"
"1814",909036,"CCC","2014J","oucontent"
"1815",909342,"CCC","2014J","url"
"1816",909070,"CCC","2014J","oucontent"
"1817",1011837,"CCC","2014J","subpage"
"1818",909230,"CCC","2014J","subpage"
"1819",909269,"CCC","2014J","resource"
"1820",909302,"CCC","2014J","resource"
"1821",909033,"CCC","2014J","oucontent"
"1822",909338,"CCC","2014J","url"
"1823",909067,"CCC","2014J","oucontent"
"1824",989839,"CCC","2014J","subpage"
"1825",909101,"CCC","2014J","page"
"1826",909266,"CCC","2014J","resource"
"1827",909030,"CCC","2014J","oucontent"
"1828",909333,"CCC","2014J","url"
"1829",909064,"CCC","2014J","oucontent"
"1830",957609,"CCC","2014J","oucontent"
"1831",909098,"CCC","2014J","quiz"
"1832",909261,"CCC","2014J","resource"
"1833",909299,"CCC","2014J","resource"
"1834",909019,"CCC","2014J","forumng"
"1835",909328,"CCC","2014J","resource"
"1836",909061,"CCC","2014J","oucontent"
"1837",957606,"CCC","2014J","oucontent"
"1838",909095,"CCC","2014J","quiz"
"1839",909254,"CCC","2014J","subpage"
"1840",909296,"CCC","2014J","resource"
"1841",909015,"CCC","2014J","forumng"
"1842",909325,"CCC","2014J","resource"
"1843",909058,"CCC","2014J","oucontent"
"1844",942321,"CCC","2014J","oucontent"
"1845",909092,"CCC","2014J","quiz"
"1846",909251,"CCC","2014J","subpage"
"1847",909293,"CCC","2014J","resource"
"1848",909322,"CCC","2014J","resource"
"1849",909055,"CCC","2014J","oucontent"
"1850",937762,"CCC","2014J","resource"
"1851",909089,"CCC","2014J","quiz"
"1852",909248,"CCC","2014J","subpage"
"1853",909290,"CCC","2014J","resource"
"1854",909319,"CCC","2014J","resource"
"1855",909052,"CCC","2014J","oucontent"
"1856",937759,"CCC","2014J","resource"
"1857",909086,"CCC","2014J","quiz"
"1858",1049562,"CCC","2014J","oucontent"
"1859",909245,"CCC","2014J","subpage"
"1860",909287,"CCC","2014J","resource"
"1861",909316,"CCC","2014J","resource"
"1862",909049,"CCC","2014J","oucontent"
"1863",937756,"CCC","2014J","resource"
"1864",909082,"CCC","2014J","oucontent"
"1865",1042376,"CCC","2014J","resource"
"1866",909242,"CCC","2014J","subpage"
"1867",909284,"CCC","2014J","resource"
"1868",909313,"CCC","2014J","resource"
"1869",909044,"CCC","2014J","oucontent"
"1870",937753,"CCC","2014J","resource"
"1871",909079,"CCC","2014J","oucontent"
"1872",1042373,"CCC","2014J","resource"
"1873",909238,"CCC","2014J","subpage"
"1874",909281,"CCC","2014J","resource"
"1875",909310,"CCC","2014J","resource"
"1876",909041,"CCC","2014J","oucontent"
"1877",909347,"CCC","2014J","url"
"1878",909076,"CCC","2014J","oucontent"
"1879",1011842,"CCC","2014J","url"
"1880",909235,"CCC","2014J","subpage"
"1881",909274,"CCC","2014J","resource"
"1882",909307,"CCC","2014J","resource"
"1883",909038,"CCC","2014J","oucontent"
"1884",909344,"CCC","2014J","url"
"1885",909073,"CCC","2014J","oucontent"
"1886",1011839,"CCC","2014J","url"
"1887",909232,"CCC","2014J","subpage"
"1888",909271,"CCC","2014J","resource"
"1889",909304,"CCC","2014J","resource"
"1890",909035,"CCC","2014J","oucontent"
"1891",909341,"CCC","2014J","url"
"1892",909069,"CCC","2014J","oucontent"
"1893",1010405,"CCC","2014J","resource"
"1894",909229,"CCC","2014J","subpage"
"1895",909268,"CCC","2014J","resource"
"1896",909032,"CCC","2014J","oucontent"
"1897",909335,"CCC","2014J","url"
"1898",909066,"CCC","2014J","oucontent"
"1899",957615,"CCC","2014J","resource"
"1900",909100,"CCC","2014J","quiz"
"1901",909265,"CCC","2014J","resource"
"1902",909301,"CCC","2014J","resource"
"1903",909022,"CCC","2014J","forumng"
"1904",909332,"CCC","2014J","oucollaborate"
"1905",909063,"CCC","2014J","oucontent"
"1906",957608,"CCC","2014J","oucontent"
"1907",909097,"CCC","2014J","quiz"
"1908",909260,"CCC","2014J","resource"
"1909",909298,"CCC","2014J","resource"
"1910",909018,"CCC","2014J","forumng"
"1911",909327,"CCC","2014J","resource"
"1912",909060,"CCC","2014J","oucontent"
"1913",947016,"CCC","2014J","resource"
"1914",909094,"CCC","2014J","quiz"
"1915",909253,"CCC","2014J","subpage"
"1916",909295,"CCC","2014J","resource"
"1917",909014,"CCC","2014J","forumng"
"1918",909324,"CCC","2014J","resource"
"1919",909057,"CCC","2014J","oucontent"
"1920",937764,"CCC","2014J","resource"
"1921",909091,"CCC","2014J","quiz"
"1922",909250,"CCC","2014J","subpage"
"1923",909292,"CCC","2014J","resource"
"1924",909321,"CCC","2014J","resource"
"1925",909054,"CCC","2014J","oucontent"
"1926",937761,"CCC","2014J","resource"
"1927",909088,"CCC","2014J","quiz"
"1928",1072253,"CCC","2014J","oucollaborate"
"1929",909247,"CCC","2014J","subpage"
"1930",909289,"CCC","2014J","resource"
"1931",909318,"CCC","2014J","resource"
"1932",909051,"CCC","2014J","oucontent"
"1933",937758,"CCC","2014J","resource"
"1934",909085,"CCC","2014J","quiz"
"1935",1046866,"CCC","2014J","resource"
"1936",909244,"CCC","2014J","subpage"
"1937",909286,"CCC","2014J","resource"
"1938",909315,"CCC","2014J","resource"
"1939",909048,"CCC","2014J","oucontent"
"1940",937755,"CCC","2014J","resource"
"1941",909081,"CCC","2014J","oucontent"
"1942",1042375,"CCC","2014J","resource"
"1943",909241,"CCC","2014J","subpage"
"1944",909283,"CCC","2014J","resource"
"1945",909312,"CCC","2014J","resource"
"1946",909043,"CCC","2014J","oucontent"
"1947",937752,"CCC","2014J","subpage"
"1948",909078,"CCC","2014J","oucontent"
"1949",1019025,"CCC","2014J","forumng"
"1950",909237,"CCC","2014J","subpage"
"1951",909280,"CCC","2014J","resource"
"1952",909309,"CCC","2014J","resource"
"1953",909040,"CCC","2014J","oucontent"
"1954",909346,"CCC","2014J","url"
"1955",909075,"CCC","2014J","oucontent"
"1956",1011841,"CCC","2014J","url"
"1957",909234,"CCC","2014J","subpage"
"1958",909273,"CCC","2014J","resource"
"1959",909306,"CCC","2014J","resource"
"1960",909037,"CCC","2014J","oucontent"
"1961",909343,"CCC","2014J","url"
"1962",909071,"CCC","2014J","oucontent"
"1963",1011838,"CCC","2014J","subpage"
"1964",909231,"CCC","2014J","subpage"
"1965",909270,"CCC","2014J","resource"
"1966",909303,"CCC","2014J","resource"
"1967",909034,"CCC","2014J","oucontent"
"1968",909339,"CCC","2014J","url"
"1969",909068,"CCC","2014J","oucontent"
"1970",1002902,"CCC","2014J","url"
"1971",909102,"CCC","2014J","page"
"1972",909267,"CCC","2014J","resource"
"1973",909031,"CCC","2014J","oucontent"
"1974",909334,"CCC","2014J","url"
"1975",909065,"CCC","2014J","oucontent"
"1976",957610,"CCC","2014J","oucontent"
"1977",909099,"CCC","2014J","quiz"
"1978",909262,"CCC","2014J","resource"
"1979",909300,"CCC","2014J","resource"
"1980",909020,"CCC","2014J","forumng"
"1981",909330,"CCC","2014J","resource"
"1982",909062,"CCC","2014J","oucontent"
"1983",957607,"CCC","2014J","oucontent"
"1984",909096,"CCC","2014J","quiz"
"1985",909256,"CCC","2014J","subpage"
"1986",909297,"CCC","2014J","resource"
"1987",547823,"DDD","2013B","url"
"1988",547679,"DDD","2013B","resource"
"1989",547855,"DDD","2013B","subpage"
"1990",547539,"DDD","2013B","oucontent"
"1991",547713,"DDD","2013B","resource"
"1992",547720,"DDD","2013B","resource"
"1993",547888,"DDD","2013B","subpage"
"1994",547577,"DDD","2013B","resource"
"1995",547757,"DDD","2013B","url"
"1996",547920,"DDD","2013B","subpage"
"1997",547609,"DDD","2013B","resource"
"1998",547789,"DDD","2013B","url"
"1999",547952,"DDD","2013B","subpage"
"2000",547642,"DDD","2013B","resource"
"2001",547820,"DDD","2013B","url"
"2002",547675,"DDD","2013B","resource"
"2003",547852,"DDD","2013B","subpage"
"2004",547309,"DDD","2013B","externalquiz"
"2005",547710,"DDD","2013B","resource"
"2006",547885,"DDD","2013B","subpage"
"2007",547574,"DDD","2013B","resource"
"2008",547752,"DDD","2013B","resource"
"2009",547917,"DDD","2013B","subpage"
"2010",547606,"DDD","2013B","resource"
"2011",547786,"DDD","2013B","url"
"2012",547949,"DDD","2013B","subpage"
"2013",547639,"DDD","2013B","resource"
"2014",547817,"DDD","2013B","url"
"2015",547671,"DDD","2013B","resource"
"2016",547849,"DDD","2013B","url"
"2017",547306,"DDD","2013B","externalquiz"
"2018",547707,"DDD","2013B","resource"
"2019",547882,"DDD","2013B","subpage"
"2020",547571,"DDD","2013B","resource"
"2021",547748,"DDD","2013B","resource"
"2022",547914,"DDD","2013B","subpage"
"2023",547603,"DDD","2013B","resource"
"2024",547783,"DDD","2013B","url"
"2025",547946,"DDD","2013B","subpage"
"2026",547636,"DDD","2013B","resource"
"2027",547814,"DDD","2013B","url"
"2028",547668,"DDD","2013B","resource"
"2029",547846,"DDD","2013B","url"
"2030",547303,"DDD","2013B","homepage"
"2031",547704,"DDD","2013B","resource"
"2032",547879,"DDD","2013B","subpage"
"2033",547568,"DDD","2013B","resource"
"2034",547745,"DDD","2013B","resource"
"2035",547911,"DDD","2013B","subpage"
"2036",547600,"DDD","2013B","resource"
"2037",547780,"DDD","2013B","url"
"2038",547943,"DDD","2013B","subpage"
"2039",547633,"DDD","2013B","resource"
"2040",547810,"DDD","2013B","url"
"2041",547665,"DDD","2013B","resource"
"2042",547843,"DDD","2013B","url"
"2043",547277,"DDD","2013B","forumng"
"2044",547701,"DDD","2013B","resource"
"2045",547876,"DDD","2013B","subpage"
"2046",547565,"DDD","2013B","resource"
"2047",547742,"DDD","2013B","resource"
"2048",547908,"DDD","2013B","subpage"
"2049",547597,"DDD","2013B","resource"
"2050",547777,"DDD","2013B","url"
"2051",547940,"DDD","2013B","subpage"
"2052",547630,"DDD","2013B","resource"
"2053",547662,"DDD","2013B","resource"
"2054",547840,"DDD","2013B","url"
"2055",547274,"DDD","2013B","forumng"
"2056",547698,"DDD","2013B","resource"
"2057",547873,"DDD","2013B","subpage"
"2058",547562,"DDD","2013B","resource"
"2059",547739,"DDD","2013B","resource"
"2060",547905,"DDD","2013B","subpage"
"2061",547594,"DDD","2013B","resource"
"2062",547774,"DDD","2013B","url"
"2063",547937,"DDD","2013B","subpage"
"2064",547627,"DDD","2013B","resource"
"2065",547807,"DDD","2013B","url"
"2066",547659,"DDD","2013B","resource"
"2067",547837,"DDD","2013B","url"
"2068",547271,"DDD","2013B","forumng"
"2069",547694,"DDD","2013B","resource"
"2070",547869,"DDD","2013B","subpage"
"2071",547559,"DDD","2013B","ouwiki"
"2072",547735,"DDD","2013B","resource"
"2073",547902,"DDD","2013B","subpage"
"2074",547591,"DDD","2013B","resource"
"2075",547771,"DDD","2013B","url"
"2076",547934,"DDD","2013B","subpage"
"2077",547623,"DDD","2013B","resource"
"2078",547804,"DDD","2013B","url"
"2079",547967,"DDD","2013B","ouelluminate"
"2080",547655,"DDD","2013B","resource"
"2081",547834,"DDD","2013B","url"
"2082",547267,"DDD","2013B","glossary"
"2083",547690,"DDD","2013B","resource"
"2084",547866,"DDD","2013B","subpage"
"2085",547556,"DDD","2013B","ouwiki"
"2086",547732,"DDD","2013B","resource"
"2087",547899,"DDD","2013B","subpage"
"2088",547588,"DDD","2013B","resource"
"2089",547768,"DDD","2013B","url"
"2090",547931,"DDD","2013B","subpage"
"2091",547620,"DDD","2013B","resource"
"2092",547801,"DDD","2013B","url"
"2093",547963,"DDD","2013B","subpage"
"2094",547650,"DDD","2013B","resource"
"2095",547831,"DDD","2013B","url"
"2096",547687,"DDD","2013B","resource"
"2097",547863,"DDD","2013B","subpage"
"2098",547552,"DDD","2013B","ouwiki"
"2099",547729,"DDD","2013B","resource"
"2100",547896,"DDD","2013B","subpage"
"2101",547585,"DDD","2013B","resource"
"2102",547765,"DDD","2013B","url"
"2103",547928,"DDD","2013B","subpage"
"2104",547617,"DDD","2013B","resource"
"2105",547798,"DDD","2013B","url"
"2106",547960,"DDD","2013B","subpage"
"2107",547647,"DDD","2013B","resource"
"2108",547828,"DDD","2013B","url"
"2109",547684,"DDD","2013B","resource"
"2110",547860,"DDD","2013B","subpage"
"2111",547548,"DDD","2013B","oucontent"
"2112",547719,"DDD","2013B","resource"
"2113",547725,"DDD","2013B","resource"
"2114",547893,"DDD","2013B","subpage"
"2115",547582,"DDD","2013B","resource"
"2116",547762,"DDD","2013B","url"
"2117",547925,"DDD","2013B","subpage"
"2118",547614,"DDD","2013B","resource"
"2119",547794,"DDD","2013B","url"
"2120",547957,"DDD","2013B","subpage"
"2121",547644,"DDD","2013B","resource"
"2122",547825,"DDD","2013B","url"
"2123",547681,"DDD","2013B","resource"
"2124",547857,"DDD","2013B","subpage"
"2125",547545,"DDD","2013B","oucontent"
"2126",547716,"DDD","2013B","resource"
"2127",547722,"DDD","2013B","resource"
"2128",547890,"DDD","2013B","subpage"
"2129",547579,"DDD","2013B","resource"
"2130",547759,"DDD","2013B","url"
"2131",547922,"DDD","2013B","subpage"
"2132",547611,"DDD","2013B","resource"
"2133",547791,"DDD","2013B","url"
"2134",547954,"DDD","2013B","subpage"
"2135",547822,"DDD","2013B","url"
"2136",547678,"DDD","2013B","resource"
"2137",547854,"DDD","2013B","subpage"
"2138",547493,"DDD","2013B","page"
"2139",547712,"DDD","2013B","resource"
"2140",547887,"DDD","2013B","subpage"
"2141",547576,"DDD","2013B","resource"
"2142",547756,"DDD","2013B","url"
"2143",547919,"DDD","2013B","subpage"
"2144",547608,"DDD","2013B","resource"
"2145",547788,"DDD","2013B","url"
"2146",547951,"DDD","2013B","subpage"
"2147",547641,"DDD","2013B","resource"
"2148",547819,"DDD","2013B","url"
"2149",547674,"DDD","2013B","resource"
"2150",547851,"DDD","2013B","subpage"
"2151",547308,"DDD","2013B","externalquiz"
"2152",547709,"DDD","2013B","resource"
"2153",547884,"DDD","2013B","subpage"
"2154",547573,"DDD","2013B","resource"
"2155",547751,"DDD","2013B","resource"
"2156",547916,"DDD","2013B","subpage"
"2157",547605,"DDD","2013B","resource"
"2158",547785,"DDD","2013B","url"
"2159",547948,"DDD","2013B","subpage"
"2160",547638,"DDD","2013B","resource"
"2161",547816,"DDD","2013B","url"
"2162",547670,"DDD","2013B","resource"
"2163",547848,"DDD","2013B","url"
"2164",547305,"DDD","2013B","externalquiz"
"2165",547706,"DDD","2013B","resource"
"2166",547881,"DDD","2013B","subpage"
"2167",547570,"DDD","2013B","resource"
"2168",547747,"DDD","2013B","resource"
"2169",547913,"DDD","2013B","subpage"
"2170",547602,"DDD","2013B","resource"
"2171",547782,"DDD","2013B","url"
"2172",547945,"DDD","2013B","subpage"
"2173",547635,"DDD","2013B","resource"
"2174",547813,"DDD","2013B","url"
"2175",547667,"DDD","2013B","resource"
"2176",547845,"DDD","2013B","url"
"2177",547279,"DDD","2013B","forumng"
"2178",547703,"DDD","2013B","resource"
"2179",547878,"DDD","2013B","subpage"
"2180",547567,"DDD","2013B","resource"
"2181",547744,"DDD","2013B","resource"
"2182",547910,"DDD","2013B","subpage"
"2183",547599,"DDD","2013B","resource"
"2184",547779,"DDD","2013B","url"
"2185",547942,"DDD","2013B","subpage"
"2186",547632,"DDD","2013B","resource"
"2187",547664,"DDD","2013B","resource"
"2188",547842,"DDD","2013B","url"
"2189",547276,"DDD","2013B","forumng"
"2190",547700,"DDD","2013B","resource"
"2191",547875,"DDD","2013B","subpage"
"2192",547564,"DDD","2013B","resource"
"2193",547741,"DDD","2013B","resource"
"2194",547907,"DDD","2013B","subpage"
"2195",547596,"DDD","2013B","resource"
"2196",547776,"DDD","2013B","url"
"2197",547939,"DDD","2013B","subpage"
"2198",547629,"DDD","2013B","resource"
"2199",547809,"DDD","2013B","url"
"2200",547969,"DDD","2013B","ouelluminate"
"2201",547661,"DDD","2013B","resource"
"2202",547839,"DDD","2013B","url"
"2203",547273,"DDD","2013B","forumng"
"2204",547697,"DDD","2013B","resource"
"2205",547872,"DDD","2013B","subpage"
"2206",547561,"DDD","2013B","resource"
"2207",547738,"DDD","2013B","resource"
"2208",547904,"DDD","2013B","subpage"
"2209",547593,"DDD","2013B","resource"
"2210",547773,"DDD","2013B","url"
"2211",547936,"DDD","2013B","subpage"
"2212",547626,"DDD","2013B","resource"
"2213",547806,"DDD","2013B","url"
"2214",547658,"DDD","2013B","resource"
"2215",547836,"DDD","2013B","url"
"2216",547270,"DDD","2013B","forumng"
"2217",547693,"DDD","2013B","resource"
"2218",547868,"DDD","2013B","subpage"
"2219",547558,"DDD","2013B","ouwiki"
"2220",547734,"DDD","2013B","resource"
"2221",547901,"DDD","2013B","subpage"
"2222",547590,"DDD","2013B","resource"
"2223",547770,"DDD","2013B","url"
"2224",547933,"DDD","2013B","subpage"
"2225",547622,"DDD","2013B","resource"
"2226",547803,"DDD","2013B","url"
"2227",547966,"DDD","2013B","ouelluminate"
"2228",547654,"DDD","2013B","resource"
"2229",547833,"DDD","2013B","url"
"2230",547689,"DDD","2013B","resource"
"2231",547865,"DDD","2013B","subpage"
"2232",547555,"DDD","2013B","ouwiki"
"2233",547731,"DDD","2013B","resource"
"2234",547898,"DDD","2013B","subpage"
"2235",547587,"DDD","2013B","resource"
"2236",547767,"DDD","2013B","url"
"2237",547930,"DDD","2013B","subpage"
"2238",547619,"DDD","2013B","resource"
"2239",547800,"DDD","2013B","url"
"2240",547962,"DDD","2013B","subpage"
"2241",547649,"DDD","2013B","resource"
"2242",547830,"DDD","2013B","url"
"2243",547686,"DDD","2013B","resource"
"2244",547862,"DDD","2013B","subpage"
"2245",547551,"DDD","2013B","ouwiki"
"2246",547727,"DDD","2013B","resource"
"2247",547895,"DDD","2013B","subpage"
"2248",547584,"DDD","2013B","resource"
"2249",547764,"DDD","2013B","url"
"2250",547927,"DDD","2013B","subpage"
"2251",547616,"DDD","2013B","resource"
"2252",547797,"DDD","2013B","url"
"2253",547959,"DDD","2013B","subpage"
"2254",547646,"DDD","2013B","resource"
"2255",547827,"DDD","2013B","url"
"2256",547683,"DDD","2013B","resource"
"2257",547859,"DDD","2013B","subpage"
"2258",547547,"DDD","2013B","oucontent"
"2259",547718,"DDD","2013B","resource"
"2260",547724,"DDD","2013B","resource"
"2261",547892,"DDD","2013B","subpage"
"2262",547581,"DDD","2013B","resource"
"2263",547761,"DDD","2013B","url"
"2264",547924,"DDD","2013B","subpage"
"2265",547613,"DDD","2013B","resource"
"2266",547793,"DDD","2013B","url"
"2267",547956,"DDD","2013B","subpage"
