"","student_id","cumulative_gpa"
"5319",490284,4
"5320",490297,0.5
"5321",490299,NA
"5322",490313,NA
"5323",490391,4
"5324",490394,1.5
"5325",490443,NA
"5326",490449,4
"5327",490500,1.5
"5328",490505,7
"5329",490514,4
"5330",490530,NA
"5331",490587,1.5
"5332",490629,6
"5333",490662,1.5
"5334",490677,6
"5335",490738,NA
"5336",490768,3.5
"5337",490769,NA
"5338",490894,1.5
"5339",491004,7
"5340",491011,6
"5341",491036,1.5
"5342",491077,NA
"5343",491081,4
"5344",491097,1.5
"5345",491106,4
"5346",491108,6
"5347",491110,NA
"5348",491126,7
"5349",491170,0.75
"5350",491279,6
"5351",491387,6
"5352",491474,1.5
"5353",491486,NA
"5354",491503,1.5
"5355",491548,1.5
"5356",491578,5
"5357",491606,6
"5358",491636,7
"5359",491664,4
"5360",491693,1.5
"5361",491742,1.5
"5362",491756,NA
"5363",491757,NA
"5364",491771,5
"5365",491843,NA
"5366",491863,6
"5367",491874,NA
"5368",491875,1.5
"5369",491907,1.5
"5370",491914,4
"5371",491926,2.4
"5372",491959,NA
"5373",491966,6
"5374",492020,NA
"5375",492024,5
"5376",492088,1.5
"5377",492095,5
"5378",492153,4
"5379",492177,1.5
"5380",492182,6
"5381",492240,4
"5382",492286,6
"5383",492357,2
"5384",492371,5
"5385",492403,5
"5386",492478,NA
"5387",492480,5
"5388",492496,7
"5389",492537,1.5
"5390",492552,NA
"5391",492557,NA
"5392",492579,NA
"5393",492590,1.5
"5394",492592,7
"5395",492613,2.5
"5396",492635,4
"5397",492676,4
"5398",492726,5
"5399",492740,5
"5400",492851,5
"5401",492895,NA
"5402",492900,4
"5403",492909,1.5
"5404",492928,4
"5405",492946,6
"5406",492979,5
"5407",492993,1.5
"5408",493186,4
"5409",493207,0.75
"5410",493296,1.5
"5411",493377,NA
"5412",493404,4
"5413",493416,5
"5414",493434,0.5
"5415",493443,1.5
"5416",493451,1.5
"5417",493453,5
"5418",493460,6
"5419",493465,5
"5420",493515,4
"5421",493539,7
"5422",493559,4
"5423",493609,NA
"5424",493650,NA
"5425",493725,1.5
"5426",493760,7
"5427",493763,0.5
"5428",493773,6
"5429",493793,6
"5430",493822,NA
"5431",493876,2.63
"5432",493879,NA
"5433",493912,6
"5434",493958,5
"5435",493984,NA
"5436",493988,7
"5437",493999,1.5
"5438",494046,1.14
"5439",494095,5
"5440",494143,1.5
"5441",494164,1.5
"5442",494165,5
"5443",494184,5
"5444",494211,2.33
"5445",494212,0.5
"5446",494214,6
"5447",494270,7
"5448",494278,7
"5449",494291,1.5
"5450",494329,NA
"5451",494340,7
"5452",494341,1.5
"5453",494389,NA
"5454",494427,7
"5455",494433,4
"5456",494443,5
"5457",494471,4
"5458",494495,6
"5459",494498,NA
"5460",494622,5
"5461",494637,7
"5462",494667,5
"5463",494722,NA
"5464",494728,NA
"5465",494786,7
"5466",494789,6
"5467",494818,4
"5468",494829,NA
"5469",494838,1.5
"5470",494840,NA
"5471",494866,NA
"5472",494872,1.5
"5473",494896,2
"5474",494903,1.5
"5475",494911,NA
"5476",494919,3.25
"5477",494927,NA
"5478",494960,4
"5479",494975,NA
"5480",495035,5
"5481",495115,NA
"5482",495239,1.5
"5483",495276,1.5
"5484",495284,5
"5485",495298,NA
"5486",495320,1.5
"5487",495324,NA
"5488",495429,7
"5489",495438,1.5
"5490",495449,5
"5491",495489,1.5
"5492",495493,7
"5493",495509,5
"5494",495522,NA
"5495",495615,5
"5496",495618,NA
"5497",495621,1.5
"5498",495625,5
"5499",495674,1.5
"5500",495734,4
"5501",495856,7
"5502",495876,1.5
"5503",495879,4
"5504",495881,4
"5505",495887,7
"5506",495903,NA
"5507",495913,1.5
"5508",495948,4
"5509",495976,1.5
"5510",496041,6
"5511",496070,4
"5512",496091,1.5
"5513",496108,3
"5514",496154,NA
"5515",496185,1.5
"5516",496217,1.5
"5517",496220,4
"5518",496243,1.5
"5519",496315,1.5
"5520",496334,4
"5521",496355,6
"5522",496381,6
"5523",496442,4
"5524",496470,6
"5525",496491,7
"5526",496493,NA
"5527",496530,1.5
"5528",496542,NA
"5529",496561,1.5
"5530",496564,6
"5531",496590,1.5
"5532",496601,4
"5533",496657,NA
"5534",496671,4
"5535",496674,1.5
"5536",496764,5
"5537",496801,1.5
"5538",496845,5
"5539",496916,7
"5540",496978,1.5
"5541",497074,3.17
"5542",497080,NA
"5543",497084,5
"5544",497088,1.5
"5545",497102,5
"5546",497130,6
"5547",497180,4
"5548",497190,1.5
"5549",497211,7
"5550",497226,1.5
"5551",497229,1.5
"5552",497278,0.5
"5553",497280,4
"5554",497349,1.5
"5555",497361,4
"5556",497410,7
"5557",497415,6
"5558",497468,4
"5559",497475,0.75
"5560",497536,NA
"5561",497580,7
"5562",497584,NA
"5563",497590,4
"5564",497619,1.5
"5565",497632,4
"5566",497793,5
"5567",497809,1.5
"5568",497855,1.5
"5569",497872,NA
"5570",497897,1.5
"5571",497955,NA
"5572",497989,NA
"5573",497994,4
"5574",498006,5
"5575",498031,7
"5576",498043,1.5
"5577",498065,6
"5578",498131,6
"5579",498138,1.5
"5580",498175,5
"5581",498236,4
"5582",498266,7
"5583",498269,4
"5584",498296,4
"5585",498320,4
"5586",498363,2.14
"5587",498371,NA
"5588",498432,NA
"5589",498442,7
"5590",498455,1.5
"5591",498459,7
"5592",498527,4
"5593",498543,4
"5594",498554,7
"5595",498564,1.5
"5596",498578,4
"5597",498582,NA
"5598",498602,1.5
"5599",498635,7
"5600",498636,1
"5601",498702,1.5
"5602",498741,1.5
"5603",498755,4
"5604",498793,NA
"5605",498821,6
"5606",498828,3
"5607",498835,4
"5608",498841,2.4
"5609",498857,5
"5610",498892,1.5
"5611",498898,NA
"5612",498905,NA
"5613",498967,4
"5614",498972,1.5
"5615",498980,1.5
"5616",499006,1.5
"5617",499027,5
"5618",499056,5
"5619",499067,1.5
"5620",499118,6
"5621",499187,1.5
"5622",499244,NA
"5623",499246,4
"5624",499354,7
"5625",499372,4
"5626",499380,7
"5627",499386,1.5
"5628",499387,4
"5629",499392,1.5
"5630",499400,7
"5631",499404,6
"5632",499420,4
"5633",499446,1.5
"5634",499469,1.5
"5635",499483,4
"5636",499511,6
"5637",499557,5
"5638",499564,6
"5639",499624,NA
"5640",499683,NA
"5641",499703,7
"5642",499790,4
"5643",499813,7
"5644",499819,4
"5645",499822,NA
"5646",499848,1.5
"5647",499865,NA
"5648",499881,4
"5649",499891,4
"5650",499993,6
"5651",500006,1.5
"5652",500016,6
"5653",500067,1.5
"5654",500068,7
"5655",500099,NA
"5656",500112,1.5
"5657",500113,6
"5658",500135,1.5
"5659",500136,6
"5660",500137,NA
"5661",500189,3.6
"5662",500230,7
"5663",500279,1.5
"5664",500283,4
"5665",500395,NA
"5666",500440,NA
"5667",500459,1.5
"5668",500502,1.5
"5669",500507,NA
"5670",500522,NA
"5671",500552,7
"5672",500581,7
"5673",500585,NA
"5674",500597,1.5
"5675",500618,6
"5676",500652,6
"5677",500659,NA
"5678",500668,5
"5679",500707,0.75
"5680",500719,NA
"5681",500720,1.5
"5682",500766,6
"5683",500772,1.5
"5684",500779,7
"5685",500791,6
"5686",500815,6
"5687",500819,5
"5688",500836,1.5
"5689",500915,NA
"5690",500958,6
"5691",501053,1.5
"5692",501095,7
"5693",501123,NA
"5694",501146,4
"5695",501158,4
"5696",501203,1.5
"5697",501208,1.5
"5698",501302,1.5
"5699",501336,5
"5700",501339,NA
"5701",501421,1.5
"5702",501425,6
"5703",501432,7
"5704",501443,1.5
"5705",501444,7
"5706",501487,6
"5707",501488,NA
"5708",501493,1.5
"5709",501550,5
"5710",501617,4
"5711",501637,6
"5712",501652,1.5
"5713",501723,NA
"5714",501755,0.5
"5715",501867,5.8
"5716",501869,1.5
"5717",501871,6
"5718",501879,6
"5719",501888,1.5
"5720",501897,NA
"5721",501918,1.5
"5722",501921,7
"5723",501945,NA
"5724",501955,4
"5725",501960,5
"5726",502004,3.67
"5727",502011,5
"5728",502051,NA
"5729",502057,5
"5730",502088,1.5
"5731",502131,NA
"5732",502136,7
"5733",502150,NA
"5734",502161,4
"5735",502182,1.5
"5736",502207,1.5
"5737",502249,6
"5738",502353,NA
"5739",502356,1.5
"5740",502361,5
"5741",502393,7
"5742",502441,7
"5743",502465,4
"5744",502466,NA
"5745",502470,4
"5746",502477,6
"5747",502501,6
"5748",502512,4
"5749",502517,5
"5750",502531,0.5
"5751",502548,6
"5752",502554,7
"5753",502557,NA
"5754",502604,4
"5755",502638,4
"5756",502640,NA
"5757",502694,6
"5758",502696,NA
"5759",502697,4
"5760",502709,1.5
"5761",502713,1.5
"5762",502717,1.5
"5763",502736,1.5
"5764",502763,1.5
"5765",502766,1.5
"5766",502767,5
"5767",502779,NA
"5768",502833,1.5
"5769",502868,5
"5770",502872,1.5
"5771",502900,4
"5772",502929,2
"5773",502993,5
"5774",503023,5
"5775",503086,6
"5776",503100,NA
"5777",503120,4
"5778",503154,7
"5779",503170,1.5
"5780",503183,6
"5781",503322,4
"5782",503352,7
"5783",503353,NA
"5784",503368,1.5
"5785",503390,1.5
"5786",503457,6
"5787",503469,1.5
"5788",503477,7
"5789",503491,5
"5790",503497,5
"5791",503509,6
"5792",503516,4
"5793",503544,1.5
"5794",503610,6
"5795",503663,0.5
"5796",503668,4
"5797",503684,0.38
"5798",503710,1.5
"5799",503731,1.5
"5800",503764,7
"5801",503779,7
"5802",503783,5
"5803",503804,4
"5804",503838,4
"5805",503872,0.75
"5806",503878,0.75
"5807",503889,5
"5808",503926,1.5
"5809",504013,4
"5810",504014,1.5
"5811",504021,NA
"5812",504022,6
"5813",504028,6
"5814",504034,NA
"5815",504062,6
"5816",504064,1.5
"5817",504076,6
"5818",504102,1.5
"5819",504105,5
"5820",504157,6
"5821",504162,5
"5822",504200,1.5
"5823",504231,4
"5824",504234,1.5
"5825",504243,1.5
"5826",504251,4
"5827",504270,1.5
"5828",504300,NA
"5829",504321,6
"5830",504352,4
"5831",504363,7
"5832",504368,1.5
"5833",504404,7
"5834",504429,5
"5835",504466,4
"5836",504492,7
"5837",504533,7
"5838",504552,1.5
"5839",504583,NA
"5840",504589,5
"5841",504596,4
"5842",504597,4
"5843",504602,1.5
"5844",504635,5
"5845",504652,4
"5846",504728,6
"5847",504737,5
"5848",504749,NA
"5849",504819,4
"5850",504834,NA
"5851",504862,1.5
"5852",504936,6
"5853",504956,0.9
"5854",504967,1.5
"5855",505002,1.5
"5856",505017,5
"5857",505047,5
"5858",505108,1.5
"5859",505131,NA
"5860",505142,NA
"5861",505151,NA
"5862",505153,NA
"5863",505199,7
"5864",505209,NA
"5865",505216,1.5
"5866",505235,NA
"5867",505248,NA
"5868",505311,5
"5869",505315,1.5
"5870",505376,6
"5871",505403,NA
"5872",505410,4
"5873",505413,4
"5874",505417,NA
"5875",505488,4
"5876",505508,7
"5877",505520,NA
"5878",505561,0.75
"5879",505579,4
"5880",505595,NA
"5881",505606,6
"5882",505700,1.67
"5883",505722,4.5
"5884",505727,7
"5885",505754,1.5
"5886",505762,1.5
"5887",505767,6
"5888",505773,6
"5889",505815,3.5
"5890",505854,NA
"5891",505855,7
"5892",505856,6
"5893",505871,3.25
"5894",505878,1.5
"5895",505899,1.5
"5896",505959,4
"5897",505961,5
"5898",505967,NA
"5899",506020,5
"5900",506038,7
"5901",506056,1.5
"5902",506144,1.5
"5903",506185,4
"5904",506205,1.5
"5905",506206,7
"5906",506219,6
"5907",506233,5
"5908",506248,1.5
"5909",506289,1.5
"5910",506309,6
"5911",506321,7
"5912",506360,4
"5913",506412,5
"5914",506476,NA
"5915",506498,NA
"5916",506504,4
"5917",506533,1.5
"5918",506543,1.5
"5919",506550,5
"5920",506582,7
"5921",506618,NA
"5922",506622,7
"5923",506650,2.22
"5924",506674,1.5
"5925",506679,0.5
"5926",506705,5.5
"5927",506753,7
"5928",506767,1.5
"5929",506783,1.5
"5930",506785,1.5
"5931",506804,5
"5932",506829,0.55
"5933",506930,1.5
"5934",506980,1.5
"5935",507010,5
"5936",507014,4
"5937",507016,5
"5938",507034,5.5
"5939",507084,1.5
"5940",507113,6
"5941",507115,1.5
"5942",507149,7
"5943",507184,NA
"5944",507279,1.5
"5945",507285,6
"5946",507311,1.5
"5947",507334,1.5
"5948",507344,3.17
"5949",507359,4
"5950",507375,6
"5951",507386,1.5
"5952",507387,1.5
"5953",507388,NA
"5954",507478,1.5
"5955",507523,5
"5956",507577,NA
"5957",507671,NA
"5958",507676,1.5
"5959",507730,1.5
"5960",507743,6
"5961",507783,5
"5962",507812,NA
"5963",507817,4
"5964",507844,4
"5965",507935,7
"5966",507941,7
"5967",507967,1.5
"5968",507983,1.5
"5969",508025,2
"5970",508028,5
"5971",508047,NA
"5972",508059,4
"5973",508068,1.5
"5974",508079,1.5
"5975",508100,5
"5976",508210,7
"5977",508244,3
"5978",508246,4
"5979",508274,7
"5980",508295,1.43
"5981",508326,1.5
"5982",508388,6
"5983",508400,1.5
"5984",508422,1.5
"5985",508446,NA
"5986",508452,1.5
"5987",508470,5
"5988",508517,1.5
"5989",508537,7
"5990",508572,4
"5991",508573,1.5
"5992",508594,NA
"5993",508601,NA
"5994",508615,0.5
"5995",508626,6
"5996",508627,1.5
"5997",508630,1.5
"5998",508637,6
"5999",508662,5
"6000",508749,NA
"6001",508759,NA
"6002",508775,NA
"6003",508785,1.5
"6004",508804,4
"6005",508818,5
"6006",508829,0.75
"6007",508830,4
"6008",508859,6
"6009",508924,1.5
"6010",508927,4
"6011",508934,5
"6012",508940,4
"6013",508942,7
"6014",509029,4
"6015",509034,1.5
"6016",509036,1.5
"6017",509102,5
"6018",509148,NA
"6019",509150,NA
"6020",509156,4
"6021",509183,4
"6022",509226,6
"6023",509236,4
"6024",509258,1.5
"6025",509277,1.5
"6026",509279,6
"6027",509292,NA
"6028",509327,4
"6029",509390,1.5
"6030",509407,1.5
"6031",509466,1.5
"6032",509501,NA
"6033",509536,6
"6034",509578,1.5
"6035",509607,7
"6036",509610,5
"6037",509634,NA
"6038",509649,1.5
"6039",509696,5
"6040",509710,1.5
"6041",509768,7
"6042",509780,7
"6043",509797,1.5
"6044",509839,7
"6045",509845,NA
"6046",509873,1.5
"6047",509901,1.5
"6048",509913,5
"6049",509926,1.5
"6050",509929,5
"6051",509933,4
"6052",509935,5
"6053",509940,NA
"6054",510027,1.5
"6055",510054,6
"6056",510068,1.5
"6057",510070,NA
"6058",510141,1
"6059",510142,1.5
"6060",510149,6
"6061",510169,NA
"6062",510182,5
"6063",510186,6
"6064",510195,5
"6065",510266,5.5
"6066",510335,4
"6067",510401,6
"6068",510402,7
"6069",510420,6
"6070",510424,5
"6071",510456,7
"6072",510460,2.33
"6073",510471,5
"6074",510492,4
"6075",510530,NA
"6076",510533,1.5
"6077",510534,5
"6078",510556,5
"6079",510693,1.5
"6080",510694,2.5
"6081",510737,1.5
"6082",510756,6
"6083",510759,5
"6084",510776,1.5
"6085",510845,1.5
"6086",510864,4
"6087",510868,NA
"6088",510873,4
"6089",510874,1.5
"6090",510883,5
"6091",510914,NA
"6092",511001,5
"6093",511050,6
"6094",511067,4
"6095",511199,4
"6096",511228,1.5
"6097",511258,7
"6098",511282,5
"6099",511295,1.5
"6100",511306,5
"6101",511309,4
"6102",511345,6
"6103",511350,1.13
"6104",511453,5
"6105",511459,5
"6106",511473,1.5
"6107",511474,1.5
"6108",511492,1.5
"6109",511506,1.5
"6110",511515,1.5
"6111",511524,5
"6112",511527,1.5
"6113",511544,1.5
"6114",511569,NA
"6115",511571,1.5
"6116",511576,1.5
"6117",511612,NA
"6118",511657,1.5
"6119",511676,1.5
"6120",511678,4
"6121",511693,6
"6122",511762,7
"6123",511807,1.5
"6124",511890,NA
"6125",511901,4
"6126",511912,7
"6127",511949,1.5
"6128",511981,1.5
"6129",511990,1.5
"6130",512046,5
"6131",512070,1.5
"6132",512080,4
"6133",512118,NA
"6134",512123,1.5
"6135",512180,1.5
"6136",512236,1.5
"6137",512242,1.5
"6138",512257,1.5
"6139",512258,1.5
"6140",512259,4.5
"6141",512330,1.5
"6142",512335,NA
"6143",512353,1.5
"6144",512404,NA
"6145",512411,6
"6146",512417,4
"6147",512460,5
"6148",512475,4
"6149",512525,NA
"6150",512581,1.5
"6151",512582,NA
"6152",512706,1.5
"6153",512722,5
"6154",512775,5
"6155",512805,1.5
"6156",512839,1.5
"6157",512852,4
"6158",512861,4
"6159",512883,NA
"6160",512911,1.5
"6161",512929,7
"6162",512940,6
"6163",512961,1.5
"6164",512977,6
"6165",512995,4
"6166",513007,1.5
"6167",513076,1.5
"6168",513077,4
"6169",513093,6
"6170",513166,1.5
"6171",513172,1.5
"6172",513204,NA
"6173",513210,NA
"6174",513228,5
"6175",513246,NA
"6176",513250,1.5
"6177",513266,5
"6178",513268,5
"6179",513272,1.5
"6180",513283,NA
"6181",513315,4
"6182",513349,4
"6183",513356,NA
"6184",513396,1.5
"6185",513415,NA
"6186",513422,6
"6187",513428,6.43
"6188",513482,1.5
"6189",513499,4
"6190",513638,7
"6191",513672,7
"6192",513687,1
"6193",513701,6
"6194",513733,1.5
"6195",513751,4
"6196",513757,6
"6197",513773,1.5
"6198",513836,NA
"6199",513853,5
"6200",513854,6
"6201",513881,NA
"6202",513934,NA
"6203",513954,1.5
"6204",513957,4
"6205",513969,6
"6206",514000,1.5
"6207",514031,4
"6208",514043,4
"6209",514074,NA
"6210",514078,4
"6211",514096,1.5
"6212",514125,5
"6213",514140,5
"6214",514186,1.5
"6215",514277,7
"6216",514300,1.5
"6217",514302,5
"6218",514324,1.5
"6219",514445,1.5
"6220",514504,NA
"6221",514556,1.5
"6222",514558,1.5
"6223",514580,6
"6224",514633,1.5
"6225",514648,1.5
"6226",514675,4
"6227",514699,1.5
"6228",514756,5
"6229",514773,NA
"6230",514776,5
"6231",514864,6
"6232",514903,7
"6233",514913,0.75
"6234",514969,5
"6235",514981,4
"6236",514987,4
"6237",515035,1.5
"6238",515046,6.5
"6239",515051,1.5
"6240",515052,1.5
"6241",515056,5
"6242",515105,5
"6243",515107,5
"6244",515125,4
"6245",515161,1.5
"6246",515170,1.5
"6247",515203,1.5
"6248",515247,NA
"6249",515278,1.5
"6250",515285,6
"6251",515311,5
"6252",515329,5
"6253",515331,1.5
"6254",515345,1.5
"6255",515349,7
"6256",515426,4
"6257",515474,4
"6258",515491,1.5
"6259",515496,1.5
"6260",515497,4
"6261",515515,1.5
"6262",515520,4
"6263",515574,1.5
"6264",515595,4
"6265",515645,4
"6266",515646,4
"6267",515676,5
"6268",515734,1.5
"6269",515774,4.25
"6270",515821,1.5
"6271",515833,7
"6272",515844,1.5
"6273",515857,5.5
"6274",515859,1.5
"6275",515888,7
"6276",515903,5
"6277",515936,NA
"6278",515938,7
"6279",515945,7
"6280",515959,4
"6281",515965,1.5
"6282",515977,7
"6283",516010,4
"6284",516024,4
"6285",516047,NA
"6286",516057,6
"6287",516095,5
"6288",516238,7
"6289",516281,1.5
"6290",516318,1.5
"6291",516343,1.5
"6292",516364,NA
"6293",516398,1.5
"6294",516405,NA
"6295",516432,4
"6296",516434,3.17
"6297",516435,1.5
"6298",516450,6
"6299",516456,4
"6300",516475,4
"6301",516495,4
"6302",516496,4
"6303",516529,7
"6304",516562,1.5
"6305",516588,1.5
"6306",516601,6
"6307",516602,7
"6308",516620,1.5
"6309",516634,4
"6310",516653,1.5
"6311",516685,NA
"6312",516726,7
"6313",516770,3
"6314",516841,6
"6315",516843,NA
"6316",516926,1.5
"6317",516946,1.5
"6318",517000,7
"6319",517043,4
"6320",517062,NA
"6321",517093,7
"6322",517094,7
"6323",517195,4
"6324",517223,1.5
"6325",517231,5
"6326",517263,1.5
"6327",517269,6
"6328",517274,4
"6329",517277,4
"6330",517349,2.22
"6331",517352,6
"6332",517362,NA
"6333",517416,7
"6334",517474,4
"6335",517481,4
"6336",517486,1.5
"6337",517551,4
"6338",517553,NA
"6339",517569,1.5
"6340",517617,6
"6341",517646,4
"6342",517679,6
"6343",517726,NA
"6344",517731,5
"6345",517778,6
"6346",517850,1.5
"6347",517853,1.5
"6348",517864,4
"6349",517890,6
"6350",517999,7
"6351",518097,1.5
"6352",518116,1.5
"6353",518126,1.5
"6354",518134,1.5
"6355",518145,1.5
"6356",518155,NA
"6357",518189,6
"6358",518210,6
"6359",518223,4
"6360",518244,4
"6361",518258,5
"6362",518288,1.5
"6363",518349,4
"6364",518359,7
"6365",518363,1.5
"6366",518364,1.5
"6367",518389,5
"6368",518412,7
"6369",518436,5
"6370",518469,4
"6371",518496,6
"6372",518503,NA
"6373",518544,7
"6374",518661,1.5
"6375",518711,1.5
"6376",518731,1.5
"6377",518771,1.5
"6378",518808,6
"6379",518831,7
"6380",518862,6
"6381",518876,4
"6382",518879,5
"6383",518904,1.5
"6384",518930,1.5
"6385",518937,4
"6386",518951,1.5
"6387",518970,4
"6388",519012,1.5
"6389",519057,4
"6390",519078,5
"6391",519084,1.5
"6392",519091,1.5
"6393",519094,1.5
"6394",519100,NA
"6395",519102,1.5
"6396",519115,5
"6397",519116,NA
"6398",519155,NA
"6399",519211,1.5
"6400",519222,5
"6401",519258,4
"6402",519294,4
"6403",519358,NA
"6404",519387,4
"6405",519472,4
"6406",519506,1.5
"6407",519510,7
"6408",519540,1.5
"6409",519544,4
"6410",519552,4
"6411",519584,5
"6412",519589,1.5
"6413",519602,4
"6414",519622,4
"6415",519684,3.5
"6416",519715,6
"6417",519800,4
"6418",519859,7
"6419",519910,1.5
"6420",519936,4
"6421",519941,NA
"6422",519961,1.5
"6423",519969,1.5
"6424",520002,6
"6425",520006,7
"6426",520024,2
"6427",520061,4
"6428",520073,1.5
"6429",520076,4
"6430",520077,5.5
"6431",520082,4
"6432",520097,7
"6433",520100,1.5
"6434",520150,6
"6435",520187,6
"6436",520249,NA
"6437",520286,6
"6438",520325,4
"6439",520332,1.5
"6440",520349,1.33
"6441",520360,NA
"6442",520377,5
"6443",520400,1.5
"6444",520544,6
"6445",520588,4
"6446",520711,1.5
"6447",520751,NA
"6448",520824,NA
"6449",520836,4
"6450",520857,1.5
"6451",520873,NA
"6452",520891,6
"6453",520962,4
"6454",520972,4
"6455",521032,NA
"6456",521051,4
"6457",521081,4
"6458",521096,5
"6459",521109,NA
"6460",521115,6
"6461",521153,1.5
"6462",521160,4
"6463",521164,1.5
"6464",521255,1.33
"6465",521292,6
"6466",521297,1.5
"6467",521329,4
"6468",521341,5
"6469",521377,0.43
"6470",521394,5
"6471",521404,7
"6472",521430,7
"6473",521509,4
"6474",521526,6
"6475",521541,1.5
"6476",521590,6
"6477",521614,7
"6478",521631,1.5
"6479",521644,1.5
"6480",521703,NA
"6481",521709,5
"6482",521742,1.5
"6483",521755,NA
"6484",521764,4
"6485",521788,1.5
"6486",521895,1.5
"6487",521903,5
"6488",521957,NA
"6489",522004,NA
"6490",522007,5
"6491",522023,1.5
"6492",522082,1.67
"6493",522087,6
"6494",522090,5
"6495",522129,NA
"6496",522189,6
"6497",522205,1.5
"6498",522249,4
"6499",522257,5.5
"6500",522312,6.5
"6501",522363,NA
"6502",522373,6
"6503",522381,5
"6504",522383,1.5
"6505",522426,6
"6506",522428,1.5
"6507",522433,1.5
"6508",522434,5
"6509",522441,6
"6510",522443,1.5
"6511",522446,6
"6512",522473,5
"6513",522478,1.5
"6514",522482,NA
"6515",522484,4.25
"6516",522525,3.3
"6517",522529,6
"6518",522534,NA
"6519",522538,NA
"6520",522561,1.5
"6521",522572,4
"6522",522622,4
"6523",522645,1.5
"6524",522650,NA
"6525",522654,5
"6526",522682,NA
"6527",522708,1.5
"6528",522714,7
"6529",522718,4
"6530",522731,1.5
"6531",522740,5
"6532",522743,6
"6533",522754,1.5
"6534",522777,4
"6535",522792,5
"6536",522840,4
"6537",522850,7
"6538",522859,7
"6539",522878,NA
"6540",522881,1.5
"6541",522889,6
"6542",522891,6
"6543",522894,7
"6544",522899,6
"6545",522923,6
"6546",522924,NA
"6547",522994,4
"6548",523012,7
"6549",523017,5
"6550",523021,NA
"6551",523047,1.5
"6552",523061,2.75
"6553",523079,5
"6554",523132,5
"6555",523142,4
"6556",523169,6
"6557",523239,0.5
"6558",523247,6
"6559",523248,4
"6560",523249,7
"6561",523275,NA
"6562",523334,NA
"6563",523335,4
"6564",523392,1.5
"6565",523427,NA
"6566",523466,6
"6567",523545,6
"6568",523583,0.75
"6569",523589,NA
"6570",523596,6
"6571",523599,1.5
"6572",523630,6
"6573",523655,4
"6574",523672,4
"6575",523680,7
"6576",523700,6
"6577",523710,1.5
"6578",523757,1.5
"6579",523762,4.5
"6580",523803,1.5
"6581",523804,1.5
"6582",523817,NA
"6583",523831,NA
"6584",523833,7
"6585",523841,1.5
"6586",523857,5
"6587",523872,5.5
"6588",523875,6
"6589",523905,7
"6590",523928,5
"6591",523940,7
"6592",523944,6
"6593",523966,5
"6594",523971,4
"6595",523978,1.5
"6596",524019,NA
"6597",524020,NA
"6598",524043,6
"6599",524076,1.5
"6600",524101,NA
"6601",524109,1.5
"6602",524128,7
"6603",524137,2.67
"6604",524160,6
"6605",524170,NA
"6606",524175,4
"6607",524227,4
"6608",524261,NA
"6609",524276,NA
"6610",524290,5
"6611",524295,1.5
"6612",524296,4
"6613",524361,4
"6614",524369,5
"6615",524374,NA
"6616",524377,5
"6617",524378,5
"6618",524384,1.5
"6619",524386,1.5
"6620",524396,6
"6621",524407,4
"6622",524427,6
"6623",524431,NA
"6624",524452,7
"6625",524466,4
"6626",524575,6
"6627",524631,4
"6628",524711,4
"6629",524731,1.5
"6630",524790,7
"6631",524791,4
"6632",524825,6
"6633",524827,NA
"6634",524845,5
"6635",524938,5
"6636",524974,6
"6637",524996,NA
"6638",525027,NA
"6639",525066,1.5
"6640",525068,7
"6641",525128,1.5
"6642",525189,NA
"6643",525217,6
"6644",525246,1.5
"6645",525332,3.25
"6646",525412,4.33
"6647",525456,4
"6648",525469,4
"6649",525472,7
"6650",525490,1.5
"6651",525501,5
"6652",525512,7
"6653",525520,5
"6654",525624,6
"6655",525625,4
"6656",525632,5
"6657",525635,1.5
"6658",525679,1.5
"6659",525683,4
"6660",525700,7
"6661",525703,6
"6662",525749,7
"6663",525762,NA
"6664",525800,NA
"6665",525820,1.5
"6666",525832,4
"6667",525870,4
"6668",525874,1.5
"6669",525877,NA
"6670",525885,5
"6671",525942,4
"6672",525974,6
"6673",526051,7
"6674",526068,4
"6675",526073,3
"6676",526088,1.5
"6677",526098,NA
"6678",526124,NA
"6679",526151,6
"6680",526158,4
"6681",526175,1.5
"6682",526177,4
"6683",526200,1.5
"6684",526235,0.75
"6685",526242,6
"6686",526285,4
"6687",526303,2
"6688",526352,5
"6689",526370,4
"6690",526392,1.5
"6691",526417,7
"6692",526441,1.5
"6693",526506,NA
"6694",526527,1.5
"6695",526547,NA
"6696",526549,7
"6697",526551,6
"6698",526559,4
"6699",526564,NA
"6700",526589,6
"6701",526601,3
"6702",526679,5
"6703",526699,NA
"6704",526721,7
"6705",526741,4
"6706",526761,1.5
"6707",526810,NA
"6708",526818,6
"6709",526819,1.5
"6710",526821,6
"6711",526876,1.5
"6712",526896,5
"6713",526912,NA
"6714",526927,2.75
"6715",526980,1.5
"6716",527020,4
"6717",527100,7
"6718",527102,1.5
"6719",527148,6
"6720",527164,6
"6721",527225,5
"6722",527227,6
"6723",527242,NA
"6724",527306,4
"6725",527313,1.5
"6726",527323,2.57
"6727",527382,NA
"6728",527393,4
"6729",527400,1.5
"6730",527427,4
"6731",527494,7
"6732",527533,NA
"6733",527538,1.5
"6734",527565,NA
"6735",527574,7
"6736",527580,6
"6737",527601,NA
"6738",527619,NA
"6739",527622,7
"6740",527636,1.5
"6741",527659,1.5
"6742",527685,1.5
"6743",527713,7
